Admin 1,Admin 2,Admin 3,Facility,Facility Type,Catchment,Latitude,Longitude,UID
Khyber Pakhtunkhwa,Peshawar,Peshawar,Mandra Khel(Pajagi)-Bhu,Bhu,"35,895",34.063806,71.547417,1353
Khyber Pakhtunkhwa,Peshawar,Peshawar,Chaghar Matti-Bhu,Bhu,"14,093",34.134233,71.509633,1354
Khyber Pakhtunkhwa,Peshawar,Peshawar,Faqir Killay-Bhu,Bhu,"35,895",34.051833,71.5425,1355
Khyber Pakhtunkhwa,Peshawar,Peshawar,Rhc Badbar,Rhc,"49,529",33.920389,71.552611,1356
Khyber Pakhtunkhwa,Peshawar,Peshawar,Barbara Upazai-Bhu,Bhu,"14,093",34.117848,71.502886,1357
Khyber Pakhtunkhwa,Peshawar,Peshawar,Khazana-Bhu,Bhu,"35,580",34.073944,71.602333,1358
Khyber Pakhtunkhwa,Peshawar,Peshawar,Rhc Nahaqi,Rhc,"24,014",34.105286,71.606636,1359
Khyber Pakhtunkhwa,Peshawar,Peshawar,Charperiza-Bhu,Bhu,"28,873",34.089271,71.529673,1360
Khyber Pakhtunkhwa,Peshawar,Peshawar,Mch Dabgari,Mchc/Chc,"31,011",0,0,1361
Khyber Pakhtunkhwa,Peshawar,Peshawar,Mch Mattani,Mchc/Chc, -   ,33.801111,71.56,1362
Khyber Pakhtunkhwa,Shangla,Puran,#Name?,Bhu,"12,300",34.6994,72.659817,1363
Khyber Pakhtunkhwa,Shangla,Alpuri,#Name?,Bhu,"28,415",34.990483,72.643,1364
Khyber Pakhtunkhwa,Shangla,Chakesar,#Name?,Bhu, -   ,34.788583,72.713667,1365
Khyber Pakhtunkhwa,Shangla,Chakesar,#Name?,Bhu,"15,000",34.77106,72.84911,1366
Khyber Pakhtunkhwa,Shangla,Kabalgram,Bhu Kabalgram,Bhu,"22,500",34.649067,72.796983,1367
Khyber Pakhtunkhwa,Shangla,Alpuri,#Name?,Bhu,"15,418",34.92,72.782317,1368
Khyber Pakhtunkhwa,Shangla,Alpuri,#Name?,Bhu,"38,938",34.026917,72.765933,1369
Khyber Pakhtunkhwa,Shangla,Alpuri,#Name?,Bhu,"11,656",34.818203,72.606749,1370
Khyber Pakhtunkhwa,Shangla,Alpuri,Bhu Miara,Bhu,"52,500",34.837383,72.990467,1371
Khyber Pakhtunkhwa,Shangla,Alpuri,Bhu Miara,Bhu,"52,500",0,0,1372
Khyber Pakhtunkhwa,Shangla,Alpuri,#Name?,Bhu,"13,000",34.925533,72.752367,1373
Khyber Pakhtunkhwa,Shangla,Alpuri,Rhc Chakerar,Rhc,"40,000",34.787167,72.77037,1374
Khyber Pakhtunkhwa,Shangla,Alpuri,Bhu Damami,Bhu,"18,501",34.999427,72.750882,1375
Khyber Pakhtunkhwa,Shangla,Martung,Martung,Bhu,"23,909",34.681167,72.749867,1376
Khyber Pakhtunkhwa,Shangla,Alpuri,Alpuri,Rhc,"25,000",0,0,1377
Khyber Pakhtunkhwa,Shangla,Alpuri,#Name?,Bhu,"1,500",34.865002,72.816352,1378
Khyber Pakhtunkhwa,Shangla,Puran,#Name?,Bhu,"7,000",34.79575,72.67995,1379
Khyber Pakhtunkhwa,Shangla,Puran,#Name?,Rhc,"4,000",34.877598,72.464487,1380
Khyber Pakhtunkhwa,Shangla,Puran,Bhu-Titwazan,Bhu,"18,000",34.85434,72.457058,1381
Khyber Pakhtunkhwa,Swabi,Lahore,Gagubi,Bhu,"21,500",0,0,1382
Khyber Pakhtunkhwa,Swabi,Lahore,Sard China-Bhu,Bhu,"29,850",34.099583,72.239111,1383
Khyber Pakhtunkhwa,Swabi,Swabi,Shah Mansoor-Bhu,Bhu,"19,200",34.070639,72.454028,1384
Khyber Pakhtunkhwa,Swabi,Swabi,Kalabat-Bhu,Bhu,"20,340",34.07075,72.55025,1385
Khyber Pakhtunkhwa,Swabi,Swabi,Tando Kohi-Bhu,Bhu,"28,700",34.061889,72.51175,1386
Khyber Pakhtunkhwa,Swabi,Swabi,Zarobi-Bhu,Bhu,"17,000",34.02375,72.553139,1387
Khyber Pakhtunkhwa,Swabi,Swabi,Beta Kara-Bhu,Bhu,"21,800",34.031333,72.608806,1388
Khyber Pakhtunkhwa,Swabi,Swabi,Marghuz,Rhc,"36,700",34.069444,72.530778,1389
Khyber Pakhtunkhwa,Swabi,Lahore,Fazal Abad-Bhu,Bhu,"23,786",34.103667,72.315944,1390
Khyber Pakhtunkhwa,Swabi,Swabi,Janda-Bhu,Bhu,"18,228",34.144051,72.632081,1391
Khyber Pakhtunkhwa,Swabi,Swabi,Mian Killi-Bhu,Bhu,"19,638",34.161333,72.379667,1392
Khyber Pakhtunkhwa,Swabi,Swabi,Bachai-Bhu,Bhu,"19,907",34.141917,72.374472,1393
Khyber Pakhtunkhwa,Swabi,Lahore,Sadri Jadid-Bhu,Bhu,"19,000",34.126361,72.341694,1394
Khyber Pakhtunkhwa,Swabi,Razar,Adina-Bhu,Bhu,"18,500",34.219,72.264222,1395
Khyber Pakhtunkhwa,Swabi,Razar,Check Nodeh-Bhu,Bhu,"30,322",34.196056,72.375556,1396
Khyber Pakhtunkhwa,Swabi,Razar,Ismaila-Bhu,Bhu,"30,182",34.230139,72.223694,1397
Khyber Pakhtunkhwa,Swabi,Topi,Mangolchai-Bhu,Bhu,"10,000",34.218278,72.745222,1398
Khyber Pakhtunkhwa,Swabi,Topi,Topi-Civil Hospital,Mchc/Chc,"18,000",34.069111,72.638694,1399
Khyber Pakhtunkhwa,Swabi,Topi,Kotta-Bhu,Bhu,"32,000",34.072278,72.586361,1400
Khyber Pakhtunkhwa,Swabi,Topi,Gandaf-Bhu,Bhu,"14,710",34.129639,72.678333,1401
Khyber Pakhtunkhwa,Swabi,Swabi,Pabani,Mchc/Chc,"10,636",0,0,1402
Khyber Pakhtunkhwa,Swabi,Lahore,Mankai-Bhu,Bhu,"21,250",34.026083,72.324639,1403
Khyber Pakhtunkhwa,Swabi,Lahore,Jalsai-Bhu,Bhu,"18,842",34.043863,72.328238,1404
Khyber Pakhtunkhwa,Swabi,Lahore,Tordher-Bhu,Bhu,"38,270",33.9915,72.271333,1405
Khyber Pakhtunkhwa,Swabi,Lahore,Jalbai-Bhu,Bhu,"34,000",34.014926,72.272867,1406
Khyber Pakhtunkhwa,Swabi,Lahore,Jehangira-Bhu,Bhu,"24,000",33.964083,72.220917,1407
Khyber Pakhtunkhwa,Swabi,Swabi,Tarakai-Bhu,Bhu,"25,215",34.180028,72.337528,1408
Khyber Pakhtunkhwa,Swabi,Swabi,Dagai,Bhu,"31,766",34.16513,72.301002,1409
Khyber Pakhtunkhwa,Swabi,Swabi,Qadra-Bhu,Bhu,"4,500",34.114389,72.636167,1410
Khyber Pakhtunkhwa,Swabi,Swabi,Salim Khan-Bhu,Bhu,"27,424",34.167417,72.443667,1411
Khyber Pakhtunkhwa,Swabi,Swabi,Bahadar Abad-Bhu,Bhu,"32,000",34.295047,72.447593,1412
Khyber Pakhtunkhwa,Swabi,Swabi,Sheikh Jana-Bhu,Bhu,"26,861",34.223444,72.351361,1413
Khyber Pakhtunkhwa,Swabi,Swabi,Shewa-Bhu,Bhu,"38,700",34.245194,72.332972,1414
Khyber Pakhtunkhwa,Swabi,Lahore,Lahore Poray-Bhu,Bhu,"17,500",34.045568,72.358851,1415
Khyber Pakhtunkhwa,Swabi,Lahore,Beka-Bhu,Bhu,"18,722",33.99613,72.346273,1416
Khyber Pakhtunkhwa,Swabi,Lahore,Lahore Rapory-Bhu,Bhu,"17,300",34.047937,72.36617,1417
Khyber Pakhtunkhwa,Swabi,Lahore,Lahore-Govt. Mch Ctr,Mchc/Chc,"17,300",34.04532,72.358038,1418
Khyber Pakhtunkhwa,Swabi,Lahore,Dheri Zakria-Bhu,Bhu,"16,200",34.025955,72.377608,1419
Khyber Pakhtunkhwa,Swabi,Lahore,Ambar Kunda-Ambar Kunda,Rhc,"26,400",34.05575,72.427472,1420
Khyber Pakhtunkhwa,Swabi,Swabi,Zaida-Bhu,Bhu,"45,055",34.062417,72.478861,1421
Khyber Pakhtunkhwa,Swabi,Swabi,Punj Pir-Bhu,Bhu,"32,924",34.088194,72.471167,1422
Khyber Pakhtunkhwa,Swabi,Swabi,Maini-Bhu,Bhu,"25,000",34.114472,72.603306,1423
Khyber Pakhtunkhwa,Swabi,Topi,Gani Chatra-Bhu,Bhu,"17,900",34.251667,72.656583,1424
Khyber Pakhtunkhwa,Swabi,Swabi,Janda-Bhu,Bhu,"19,000",34.144051,72.632081,1425
Khyber Pakhtunkhwa,Swabi,Swabi,Gabas Nai,Bhu,"15,615",34.269167,72.707556,1426
Khyber Pakhtunkhwa,Swabi,Lahore,R.C.H,Rhc,"40,000",34.072028,72.655944,1427
Khyber Pakhtunkhwa,Swabi,Lahore,Dhobian-Bhu,Bhu,"24,700",34.151833,72.227722,1428
Khyber Pakhtunkhwa,Swat,Charbagh,Guli Bagh-Bhu,Bhu,"27,835",34.875296,72.436299,1429
Khyber Pakhtunkhwa,Swat,Babuzai,Banjut-Bhu,Bhu,"22,000",34.771324,72.47224,1430
Khyber Pakhtunkhwa,Swat,Matta,Rahat Kot-Bhu,Bhu,"15,700",35.077288,72.478076,1431
Khyber Pakhtunkhwa,Swat,Kabal,Taghma-Bhu,Bhu,"18,459",34.894562,72.277302,1432
Khyber Pakhtunkhwa,Swat,Kabal,Bara Samai-Bhu,Bhu,"22,665",34.938368,72.225993,1433
Khyber Pakhtunkhwa,Swat,Kabal,Bandai-Bhu,Bhu,"60,200",35.601145,72.418056,1434
Khyber Pakhtunkhwa,Swat,Matta,Nazar Abad-Bhu,Bhu,"20,000",34.92985,72.38641,1435
Khyber Pakhtunkhwa,Swat,Barikot,Talang-Bhu,Bhu,"5,000",34.660408,72.143709,1436
Khyber Pakhtunkhwa,Swat,Khawazakhela,Maindam-Bhu,Bhu,"25,000",34.957634,72.434474,1437
Khyber Pakhtunkhwa,Swat,Behrain,Bahrain-Bhu,Bhu,"38,057",35.205392,72.546015,1438
Khyber Pakhtunkhwa,Swat,Charbagh,Kishawara-Bhu,Bhu,"20,000",34.840773,72.555257,1439
Khyber Pakhtunkhwa,Swat,Khawazakhela,Kotanai-Bhu,Bhu,"25,500",34.988165,72.470152,1440
Khyber Pakhtunkhwa,Swat,Kabal,Dherai-Bhu,Bhu,"39,147",35.104463,72.517014,1441
Khyber Pakhtunkhwa,Swat,Kalam,Gabral-Bhu,Bhu,"11,166",35.518424,72.560212,1442
Khyber Pakhtunkhwa,Swat,Kabal,Sigram-Bhu,Bhu,"18,000",34.86252,72.337331,1443
Khyber Pakhtunkhwa,Swat,Babuzai,Qamber-Bhu,Bhu,"32,111",34.765033,72.323762,1444
Khyber Pakhtunkhwa,Swat,Babuzai,Bishbanr.-Bhu,Bhu,"14,000",34.796497,72.500094,1445
Khyber Pakhtunkhwa,Swat,Babuzai,Meragai-Bhu,Bhu,"15,885",34.706821,72.45464,1446
Khyber Pakhtunkhwa,Swat,Matta,Koz Shawar-Bhu,Bhu,"16,494",34.97917,72.30972,1447
Khyber Pakhtunkhwa,Swat,Matta,Bar Shawar-Bhu,Bhu,"20,500",34.9666,72.2833,1448
Khyber Pakhtunkhwa,Swat,Behrain,Laikot-Bhu,Bhu,"24,400",35.39864,72.605826,1449
Khyber Pakhtunkhwa,Swat,Babuzai,Islampur-Bhu,Bhu,"39,469",34.713904,72.343197,1450
Khyber Pakhtunkhwa,Swat,Barikot,Manyar-Bhu,Bhu,"33,994",34.719823,72.27484,1451
Khyber Pakhtunkhwa,Swat,Behrain,Chail-Bhu,Bhu,"22,000",34.746451,72.576576,1452
Khyber Pakhtunkhwa,Swat,Barikot,Chongai-Bhu,Bhu,"23,000",35.004481,72.352744,1453
Khyber Pakhtunkhwa,Swat,Babuzai,Mingora-Mch Ctr,Mchc/Chc,"29,500",34.752509,72.356916,1454
Khyber Pakhtunkhwa,Swat,Khawazakhela,Shalpin-Bhu,Bhu,"35,628",34.977103,72.276085,1455
Khyber Pakhtunkhwa,Swat,Kabal,Devlai-Rhc,Rhc,"28,910",35.211754,72.564297,1456
Khyber Pakhtunkhwa,Swat,Kabal,Qalagay-Bhu,Bhu,"20,980",35.15139,72.53667,1457
Khyber Pakhtunkhwa,Swat,Matta,Darmai-Bhu,Bhu,"16,500",35.08333,72.45,1458
Khyber Pakhtunkhwa,Swat,Matta,Durashkhella-Bhu,Bhu,"27,690",34.999008,72.452208,1459
Khyber Pakhtunkhwa,Swat,Behrain,Tirath-Bhu,Bhu,"18,945",35.118862,72.508091,1460
Khyber Pakhtunkhwa,Swat,Babuzai,Udigram-Bhu,Bhu,"37,924",34.750234,72.303047,1461
Khyber Pakhtunkhwa,Swat,Matta,Baidara-Bhu,Bhu,"29,060",34.952878,72.437765,1462
Khyber Pakhtunkhwa,Swat,Matta,Ronyal-Bhu,Bhu,"24,000",34.959865,72.359234,1463
Khyber Pakhtunkhwa,Swat,Matta,Mian Kallay-Bhu,Bhu,"14,000",34.957228,72.355381,1464
Khyber Pakhtunkhwa,Swat,Kabal,Kabal-Mch Ctr,Mchc/Chc,"198,000",34.7833,72.2833,1465
Khyber Pakhtunkhwa,Swat,Kabal,Koza Samai-Bhu,Bhu,"24,377",34.93333,72.225,1466
Khyber Pakhtunkhwa,Swat,Khawazakhela,Mashkomai-Bhu,Bhu,"28,715",35.100001,72.33003,1467
Khyber Pakhtunkhwa,Swat,Khawazakhela,Fatehpur-Bhu,Bhu,"38,000",35.056522,72.483171,1468
Khyber Pakhtunkhwa,Swat,Matta,Sherpalam-Bhu,Bhu,"22,000",34.902269,72.416627,1469
Khyber Pakhtunkhwa,Swat,Matta,Gawalerai-Bhu,Bhu,"48,000",34.807844,72.344582,1470
Khyber Pakhtunkhwa,Swat,Barikot,Khazana-Rhc,Rhc,"17,762",34.650992,72.09812,1471
Khyber Pakhtunkhwa,Swat,Kabal,Kotlai-Bhu,Bhu,"19,294",34.787941,72.233013,1472
Khyber Pakhtunkhwa,Swat,Babuzai,Manglore.-Mch,Mchc/Chc,"40,000",34.803354,72.426178,1473
Khyber Pakhtunkhwa,Swat,Matta,Chuprial-Rhc,Rhc,"35,000",34.980956,72.377283,1474
Khyber Pakhtunkhwa,Swat,Charbagh,Charbagh-Bhu,Bhu,"35,499",34.835501,72.443571,1475
Khyber Pakhtunkhwa,Tank,Tank,Sheikh Sultan-Bhu,Bhu,"47,000",32.116713,70.263649,1476
Khyber Pakhtunkhwa,Tank,Tank,Pai-Bhu,Bhu,"5,000",32.356269,70.556669,1477
Khyber Pakhtunkhwa,Tank,Tank,Mumrez Pathan-Bhu,Bhu,"2,400",32.106877,70.421026,1478
Khyber Pakhtunkhwa,Tank,Tank,Kot Hakim-Bhu,Bhu, -   ,32.138923,70.174807,1479
Khyber Pakhtunkhwa,Tank,Tank,Cheena-Bhu,Bhu,"2,500",32.155264,70.555717,1480
Khyber Pakhtunkhwa,Tank,Tank,Gara Baloch-Bhu,Bhu,"5,000",32.173,70.418,1481
Khyber Pakhtunkhwa,Tank,Tank,Ranwal-Bhu,Bhu,"3,500",32.185883,70.442285,1482
Khyber Pakhtunkhwa,Tank,Tank,Kirri Haider-Bhu,Bhu,"4,000",32.31518,70.432766,1483
Khyber Pakhtunkhwa,Tank,Tank,Gul Imam-Rhc,Rhc,"4,500",32.2594,70.5319,1484
Khyber Pakhtunkhwa,Tank,Tank,Ama Khel-Rhc,Rhc,"30,000",32.387046,70.56127,1485
Khyber Pakhtunkhwa,Tank,Tank,Gomal Bazar-Rhc,Rhc,"4,500",32.1158,70.1569,1486
Khyber Pakhtunkhwa,Tank,Tank,Tank-Thq Hospital,Hospital,"150,000",32.230938,70.390249,1487
Khyber Pakhtunkhwa,Tank,Tank,Darbara-Bhu,Bhu,"10,000",32.151139,70.251592,1488
Khyber Pakhtunkhwa,Tank,Tank,Kot Allah Dad-Bhu,Bhu,"2,000",32.127818,70.458625,1489
Khyber Pakhtunkhwa,Tank,Tank,Lal Khan Korona,Bhu,"5,000",0,0,1490
Khyber Pakhtunkhwa,Tank,Tank,Mani Khan Korona-Bhu,Bhu,"2,500",32.47097,70.484009,1491
Khyber Pakhtunkhwa,Tank,Tank,Kot Musa,Bhu,"15,000",0,0,1492
Khyber Pakhtunkhwa,Tank,Tank,Shad Gave,Bhu,"1,800",32.363725,70.65614,1493
Khyber Pakhtunkhwa,Tank,Tank,Indari,Bhu,"2,500",32.274566,70.625997,1494
Khyber Pakhtunkhwa,Tank,Tank,Shah Alam,Bhu,"4,000",32.255211,70.422137,1495
Khyber Pakhtunkhwa,Tank,Tank,Tank-Govt. Mch Ctr,Bhu,"3,000",32.199685,70.398816,1496
Khyber Pakhtunkhwa,Tank,Tank,Shadi Khel-Bhu,Bhu,"3,000",32.363725,70.65614,1497
Khyber Pakhtunkhwa,Tank,Tank,Chadrar-Bhu,Bhu,"4,000",32.153519,70.348842,1498
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandi,R.H.C. Barawal,Rhc,"24,500",35.1055,71.6983,1499
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,R.H.C Barawal Bandi,Mchc/Chc,"24,500",34.89659,71.974727,1500
Khyber Pakhtunkhwa,Upper Dir,Dir,Bhu Khair Dawa,Bhu,"3,500",35.1,71.9166,1501
Khyber Pakhtunkhwa,Upper Dir,Dir,Dobando,Bhu,"13,000",35.09168,71.696168,1502
Khyber Pakhtunkhwa,Upper Dir,Kalkot,Patrak,Rhc,"23,000",35.197077,71.889639,1503
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,Bhu Hattan Dara,Bhu,"18,000",0,0,1504
Khyber Pakhtunkhwa,Upper Dir,Sheringal,Bhu Doog Dara,Bhu,"10,000",0,0,1505
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,#Name?,Bhu,"8,000",0,0,1506
Khyber Pakhtunkhwa,Upper Dir,Sheringal,Bhu Sawni,Bhu,"4,000",35.111507,71.874612,1507
Khyber Pakhtunkhwa,Upper Dir,Sheringal,Bhu Sheringal,Bhu,"22,450",35.28,72.008,1508
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,Bhu Tharpatar,Bhu,"25,311",35.136552,71.809078,1509
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,Bhu Battal,Bhu,"18,391",0,0,1510
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,#Name?,Bhu,"35,000",35.229844,71.839341,1511
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,#Name?,Bhu,"24,000",0,0,1512
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Rhc,"32,500",35.035329,71.90717,1513
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,Bhu Darora,Bhu,"20,000",34.926176,72.04443,1514
Khyber Pakhtunkhwa,Upper Dir,Sheringal,Bhu Ganshall,Bhu,"8,800",35.138639,71.87169,1515
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,Bhu Janbatt,Bhu,"4,900",34.982944,71.94592,1516
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,Bhu Barawal,Bhu,"4,000",0,0,1517
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,Bhu Bin Payeen,Bhu,"14,000",35.153666,71.721421,1518
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"20,000",0,0,1519
Khyber Pakhtunkhwa,Upper Dir,Warri,Bhu Akhgram,Bhu,"12,000",35.008406,72.01375,1520
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"6,250",0,0,1521
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu, -   ,35.343798,72.103981,1522
Khyber Pakhtunkhwa,Upper Dir,Warri,Bhu Yellar,Bhu,"10,000",0,0,1523
Khyber Pakhtunkhwa,Upper Dir,Warri,Bhu Pashto,Bhu,"22,000",0,0,1524
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"6,000",35.086671,72.04756,1525
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,Bhu Malaugah,Bhu,"3,000",0,0,1526
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"5,000",35.063087,72.123738,1527
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"7,025",35.287029,72.003802,1528
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"10,000",0,0,1529
Khyber Pakhtunkhwa,Upper Dir,Sheringal,Bhu Gowaldai,Bhu,"5,000",35.4166,72.0666,1530
Khyber Pakhtunkhwa,Upper Dir,Warri,#Name?,Bhu,"10,000",0,0,1531
Khyber Pakhtunkhwa,Upper Dir,Kalkot,#Name?,Bhu,"10,000",34.939533,71.951973,1532
Khyber Pakhtunkhwa,Upper Dir,Kalkot,#Name?,Bhu,"16,000",35.011954,72.086589,1533
Khyber Pakhtunkhwa,Upper Dir,Kalkot,#Name?,Bhu,"12,520",35.158049,72.088467,1534
Khyber Pakhtunkhwa,Upper Dir,Warri,Mch Wari,Mchc/Chc,"32,500",35.166919,72.120816,1535
Sindh,Hyderabad,Latifabad,Urban H.  Centre Unit No.11,Bhu,45047,25.35505,68.35828,1536
Sindh,Hyderabad,Latifabad,G.D Haji Bagh Bhatti,Cd/Gd,15000,25.38873,68.39398,1537
Sindh,Hyderabad,Hyderabad City,Bhu Liaquat Colony,Bhu,9500,25.40669,68.37722,1538
Sindh,Hyderabad,Qasimabad,G.D Lefi Bank Barrage Colony Hyderabad,Cd/Gd,17856,25.40434,68.36166,1539
Sindh,Hyderabad,Qasimabad,Idp Camp Mehran School,,1300,25.39468,68.32959,1540
Sindh,Hyderabad,Rural Tandojam,Rhc Tando Jam,Rhc,300000,25.42336,68.53004,1541
Sindh,Hyderabad,Hyderabad Rural,Bhu Mir Allah Bux Talpur,Bhu,9000,25.358,68.58784,1542
Sindh,Hyderabad,Hyderabad Rural,G.D Arif Khatri,Cd/Gd,9000,0,0,1543
Sindh,Hyderabad,Qasimabad,Bhu Ami Kazi,Bhu,10010,25.45404,68.33187,1544
Sindh,Hyderabad,Hyderabad City,Govt. Noor Muhammad High School,,45,0,0,1545
Sindh,Hyderabad,Qasimabad,Gpgs Sherish Naghar,,400,25.38598,68.31904,1546
Sindh,Hyderabad,City,G. English Primry School Garibabad,,42,25.40889,68.36257,1547
Sindh,Hyderabad,Latifabad,Distt. Govt. Hosp. Kohsar,,700,25.3352,68.36214,1548
Sindh,Hyderabad,Hyderabad,Camp At New Sabzi Mandi,,11000,25.41418,68.33944,1549
Sindh,Hyderabad,Qasimabad,Muncipal Primary G. School,,300,25.37988,68.3368,1550
Sindh,Hyderabad,Qasimabad,Gps New Ellementry Wahdat Colony,,60,25.38882,68.33153,1551
Sindh,Hyderabad,Latifabad,Md Latifabad No. 4,Cd/Gd,50000,25.3647,68.3352,1552
Sindh,Hyderabad,Latifabad,G.D Hussainabad,Cd/Gd,30489,25.37289,68.32125,1553
Sindh,Hyderabad,Cantoment,G.D Kotri Barraj,Cd/Gd,10000,25.38357,68.34603,1554
Sindh,Hyderabad,Hyderabad Rural,Mch Centre Jhando Khoso,Mchc/Chc,11200,25.4406,68.43996,1555
Sindh,Hyderabad,Latifabad,Bhu Hali  Road,Bhu,35700,25.37706,68.3763,1556
Sindh,Hyderabad,Latifabad,G. Homeo. Disp.,Cd/Gd,11944,25.37119,68.36539,1557
Sindh,Hyderabad,Hyderabad Rural,Bhu Tando Fazal,Bhu,1981,25.25104,68.54228,1558
Sindh,Hyderabad,Hyderabad Rural,G.D Hussain Khan Khan Thoro,Cd/Gd,8000,25.34801,68.54301,1559
Sindh,Hyderabad,Hyderabad Rural,Bhu Norai Sharif,Bhu,4201,25.18755,68.49147,1560
Sindh,Hyderabad,Hyderabad Rural,Bhu Sono Khan Almani,Bhu,11817,25.22193,68.55916,1561
Sindh,Hyderabad,Hyderabad Rural,Bhu Moosa Khatyan,Bhu,36456,25.457,68.523,1562
Sindh,Hyderabad,Latifabad,Distt. Govt. Hazrat Khadija Hospital Unit No. 8,Cd/Gd,42258,25.36807,68.3631,1563
Sindh,Hyderabad,Hyderabad Rural,Bhu Maso Bhurgri,Bhu,14871,25.5,68.457,1564
Sindh,Hyderabad,Hyderabad Rural,G.D Wandki Wasi,Cd/Gd,14870,25.4748,68.44245,1565
Sindh,Hyderabad,Qasimabad,Bhu Shahrish Naghar,Bhu,16600,25.38369,68.31633,1566
Sindh,Hyderabad,Latifabad,Bhu Unit # 10,Bhu,27040,25.37859,68.34499,1567
Sindh,Hyderabad,Hyderabad City,G.G Primary School Buldia Hyderabad,,150,25.41588,68.36278,1568
Sindh,Hyderabad,Hyderabad City,Idp Camp Govt. College Kali Mori,,700,25.40716,68.3768,1569
Sindh,Hyderabad,Latifabad,Labour Square Site,,1200,25.35727,68.38288,1570
Sindh,Hyderabad,Latifabad,Govt.Latifabad  No.06,Cd/Gd,28400,25.3698,68.35081,1571
Sindh,Hyderabad,Rural Hyderabad,Bhu Tando Qaiser,Bhu,35397,25.37983,68.51847,1572
Sindh,Hyderabad,Hyderabad Rural,Bhu Hatri,Bhu,17000,25.47757,68.4073,1573
Sindh,Hyderabad,Hyderabad Rural,Bhu Darya Baig Mughal,Bhu,4261,25.47063,68.31968,1574
Sindh,Hyderabad,Hyderabad Rural,Govt.Disp. Umed Ali Rind,Cd/Gd,6000,25.37543,68.5243,1575
Sindh,Hyderabad,Hyderabad Rural,Govt.Disp. Habibullah Memon,Cd/Gd,2000,0,0,1576
Sindh,Hyderabad,Hyderabad Rural,Govt.Disp.Taj Muhammad Junejo,Cd/Gd,12000,25.47249,68.48959,1577
Sindh,Hyderabad,Hyderabad Rural,Govt.Disp.Mehrab Talpur,Cd/Gd,8920,25.30441,68.46592,1578
Sindh,Hyderabad,Hyderabad Rural,Govt.Disp.Agriculture University Tando Jam,Cd/Gd,8500,25.42767,68.53765,1579
Sindh,Hyderabad,Rural Hyderabad,Govt.Disp.Haji Moosa Shoro,Cd/Gd,7000,25.31715,68.4195,1580
Sindh,Hyderabad,Hyderabad Rural,Rhc Hosri,Rhc,33549,25.31562,68.43013,1581
Sindh,Hyderabad,Hyderabad Rural,Govt.Disp.Ghulam Mohamamd Jamali,Cd/Gd,3800,25.36153,68.5143,1582
Sindh,Hyderabad,Hyderabad City,Sachal Arts College Tila Chari Hyderabad,Shc,100,0,0,1583
Sindh,Hyderabad,Hyderabad Rural,Bhu Khusaina Mori,Bhu,28112,25.431,68.578,1584
Sindh,Hyderabad,Hyderabad Rural,D.C.Disp: Dharoon Panhwar,Cd/Gd,6500,25.22024,68.5253,1585
Sindh,Hyderabad,Latifabad,Bhu Machi Para,Bhu,16570,25.37566,68.37177,1586
Sindh,Hyderabad,Latifabad,American Quarter,Bhu,34380,25.38273,68.3796,1587
Sindh,Hyderabad,Latifabad,Hashim Zour,Bhu,60000,0,0,1588
Sindh,Hyderabad,Latifabad,Mch Hajiani Fatima,Mc,38690,25.38195,68.34576,1589
Sindh,Hyderabad,Latifabad,Seri,Mc,10808,25.22162,68.47067,1590
Sindh,Hyderabad,Latifabad,Labour Squre Site,Cd/Gd,1200,25.3556,68.38958,1591
Sindh,Hyderabad,Latifabad,Shs Unit No.7,Cd/Gd,1100,25.37372,68.335845,1592
Sindh,Hyderabad,Latifabad,Bhu Bhawal Zoar,Bhu,26962,25.35654,68.49959,1593
Sindh,Hyderabad,Hyderabad,Bhu Jahando Narejo,Bhu,15300,25.39755,68.41362,1594
Sindh,Hyderabad,Hyderabad,Acd Tando Jam,Cd/Gd,8500,25.4306,68.54194,1595
Sindh,Jacobabad,Thull,Bahoo Khoso,Bhu,"16,000",28.3709,68.87399,1596
Sindh,Jacobabad,Thull,Udi,Bhu,"22,986",28.26778,68.85662,1597
